content,label,tokens
united i just received notification of inflight WiFi for UA863 from flySFO to SydneyAirport amazing,1,"['united', 'i', 'just', 'received', 'notification', 'of', 'inflight', 'WiFi', 'for', 'UA863', 'from', 'flySFO', 'to', 'SydneyAirport', 'amazing']"
JetBlue ok ill book JB to JFK then book to ATH thank you,1,"['JetBlue', 'ok', 'ill', 'book', 'JB', 'to', 'JFK', 'then', 'book', 'to', 'ATH', 'thank', 'you']"
AmericanAir i love the admiral clubs thanks hey can you follow me,1,"['AmericanAir', 'i', 'love', 'the', 'admiral', 'clubs', 'thanks', 'hey', 'can', 'you', 'follow', 'me']"
USAirways thx to gate agt john pascucci for finding us a flight from CLT to PVD after our original one was cancelled flightled,1,"['USAirways', 'thx', 'to', 'gate', 'agt', 'john', 'pascucci', 'for', 'finding', 'us', 'a', 'flight', 'from', 'CLT', 'to', 'PVD', 'after', 'our', 'original', 'one', 'was', 'cancelled', 'flightled']"
JetBlue friendly engaging personable handled clarifying questions about baggage fees well and took an interest in what i was doing,1,"['JetBlue', 'friendly', 'engaging', 'personable', 'handled', 'clarifying', 'questions', 'about', 'baggage', 'fees', 'well', 'and', 'took', 'an', 'interest', 'in', 'what', 'i', 'was', 'doing']"
JetBlue i cant say what airline i am on right now but i sincerely miss you bestairline,1,"['JetBlue', 'i', 'cant', 'say', 'what', 'airline', 'i', 'am', 'on', 'right', 'now', 'but', 'i', 'sincerely', 'miss', 'you', 'bestairline']"
JetBlue good to know thanks so much,1,"['JetBlue', 'good', 'to', 'know', 'thanks', 'so', 'much']"
JetBlue airbus wow what an amazing video  great world guys bluemanity CoreValues passion AeroJobMarket,1,"['JetBlue', 'airbus', 'wow', 'what', 'an', 'amazing', 'video', 'great', 'world', 'guys', 'bluemanity', 'CoreValues', 'passion', 'AeroJobMarket']"
yall tried it JetBlue our fleets on fleek,1,"['yall', 'tried', 'it', 'JetBlue', 'our', 'fleets', 'on', 'fleek']"
VirginAmerica flight booking problems last second flight for next week from SFO to SAN any chance you want to gift me a promo code since i love you guys,1,"['VirginAmerica', 'flight', 'booking', 'problems', 'last', 'second', 'flight', 'for', 'next', 'week', 'from', 'SFO', 'to', 'SAN', 'any', 'chance', 'you', 'want', 'to', 'gift', 'me', 'a', 'promo', 'code', 'since', 'i', 'love', 'you', 'guys']"
SouthwestAir SAMoore10 thank you for your kind response the acknowledgement and apology go a long way southwestrocks,1,"['SouthwestAir', 'SAMoore10', 'thank', 'you', 'for', 'your', 'kind', 'response', 'the', 'acknowledgement', 'and', 'apology', 'go', 'a', 'long', 'way', 'southwestrocks']"
united thanks for all the help totally appreciate it and you made it super easy too,1,"['united', 'thanks', 'for', 'all', 'the', 'help', 'totally', 'appreciate', 'it', 'and', 'you', 'made', 'it', 'super', 'easy', 'too']"
SouthwestAir thank you for the tip,1,"['SouthwestAir', 'thank', 'you', 'for', 'the', 'tip']"
SouthwestAir props to your LAS employees working c11 gate because of them i am not opposed to flying through or to LAS in the future clapping_handsclapping_handsclapping_hands,1,"['SouthwestAir', 'props', 'to', 'your', 'LAS', 'employees', 'working', 'c11', 'gate', 'because', 'of', 'them', 'i', 'am', 'not', 'opposed', 'to', 'flying', 'through', 'or', 'to', 'LAS', 'in', 'the', 'future', 'clapping_handsclapping_handsclapping_hands']"
AmericanAir thanks,1,"['AmericanAir', 'thanks']"
USAirways we havent departed yet so lets not get too high hopes but everything has been on schedule so far,1,"['USAirways', 'we', 'havent', 'departed', 'yet', 'so', 'lets', 'not', 'get', 'too', 'high', 'hopes', 'but', 'everything', 'has', 'been', 'on', 'schedule', 'so', 'far']"
SouthwestAir never lets me down,1,"['SouthwestAir', 'never', 'lets', 'me', 'down']"
jetblue always mosaicmecrazy sunrise bestairline nofilterneeded  how can you not love FlyFi,1,"['jetblue', 'always', 'mosaicmecrazy', 'sunrise', 'bestairline', 'nofilterneeded', 'how', 'can', 'you', 'not', 'love', 'FlyFi']"
SouthwestAir been with my GF for 25yrs shes from SF  i live in tulsa SWA always takes me there to see my love SouthwestLuvSweeps,1,"['SouthwestAir', 'been', 'with', 'my', 'GF', 'for', '25yrs', 'shes', 'from', 'SF', 'i', 'live', 'in', 'tulsa', 'SWA', 'always', 'takes', 'me', 'there', 'to', 'see', 'my', 'love', 'SouthwestLuvSweeps']"
AmericanAir i wish i could remember all of their names,1,"['AmericanAir', 'i', 'wish', 'i', 'could', 'remember', 'all', 'of', 'their', 'names']"
AmericanAir got another flight thanks you,1,"['AmericanAir', 'got', 'another', 'flight', 'thanks', 'you']"
AmericanAir just curious thanks for the response as always good or bad better than your competition,1,"['AmericanAir', 'just', 'curious', 'thanks', 'for', 'the', 'response', 'as', 'always', 'good', 'or', 'bad', 'better', 'than', 'your', 'competition']"
USAirways exicted to be flying with yall soon,1,"['USAirways', 'exicted', 'to', 'be', 'flying', 'with', 'yall', 'soon']"
VirginAmerica now its just tminus 32 minutes until my elevate a silver upgrade window opens  FreeNeverSucks grinning_face_with_big_eyesthumbs_up,1,"['VirginAmerica', 'now', 'its', 'just', 'tminus', '32', 'minutes', 'until', 'my', 'elevate', 'a', 'silver', 'upgrade', 'window', 'opens', 'FreeNeverSucks', 'grinning_face_with_big_eyesthumbs_up']"
USAirways just spoke with a representative moved my flight earlier thank you so much for the follow up,1,"['USAirways', 'just', 'spoke', 'with', 'a', 'representative', 'moved', 'my', 'flight', 'earlier', 'thank', 'you', 'so', 'much', 'for', 'the', 'follow', 'up']"
AmericanAir thank you for the update,1,"['AmericanAir', 'thank', 'you', 'for', 'the', 'update']"
USAirways no problem  he was the only person in the airport who would help,1,"['USAirways', 'no', 'problem', 'he', 'was', 'the', 'only', 'person', 'in', 'the', 'airport', 'who', 'would', 'help']"
AmericanAir my father loved working for you as well as PanAm,1,"['AmericanAir', 'my', 'father', 'loved', 'working', 'for', 'you', 'as', 'well', 'as', 'PanAm']"
USAirways knows customer service thank you for starting our 2 week vacay on an amazing note thank you sarita,1,"['USAirways', 'knows', 'customer', 'service', 'thank', 'you', 'for', 'starting', 'our', '2', 'week', 'vacay', 'on', 'an', 'amazing', 'note', 'thank', 'you', 'sarita']"
SouthwestAir had a great flight to and from cabo last week with my family smoothflight frequentflyer,1,"['SouthwestAir', 'had', 'a', 'great', 'flight', 'to', 'and', 'from', 'cabo', 'last', 'week', 'with', 'my', 'family', 'smoothflight', 'frequentflyer']"
JetBlue great,1,"['JetBlue', 'great']"
united thanks for the reupgrade to 1st class it may be a 45 min flight but it is appreciated,1,"['united', 'thanks', 'for', 'the', 'reupgrade', 'to', '1st', 'class', 'it', 'may', 'be', 'a', '45', 'min', 'flight', 'but', 'it', 'is', 'appreciated']"
JetBlue be flying soon to NYC on your airline of all airlines ive flown youre still 1 to me smiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyesairplaneairplaneairplane,1,"['JetBlue', 'be', 'flying', 'soon', 'to', 'NYC', 'on', 'your', 'airline', 'of', 'all', 'airlines', 'ive', 'flown', 'youre', 'still', '1', 'to', 'me', 'smiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyesairplaneairplaneairplane']"
VirginAmerica thank you for checking in tickets are purchased and customer is happy,1,"['VirginAmerica', 'thank', 'you', 'for', 'checking', 'in', 'tickets', 'are', 'purchased', 'and', 'customer', 'is', 'happy']"
SouthwestAir congratulations,1,"['SouthwestAir', 'congratulations']"
AmericanAir thank you for the confirmation,1,"['AmericanAir', 'thank', 'you', 'for', 'the', 'confirmation']"
united yes thx at 1035 landed at 920,1,"['united', 'yes', 'thx', 'at', '1035', 'landed', 'at', '920']"
united wow what a deal again 30 plus seats available easy change to make a customer happy,1,"['united', 'wow', 'what', 'a', 'deal', 'again', '30', 'plus', 'seats', 'available', 'easy', 'change', 'to', 'make', 'a', 'customer', 'happy']"
SouthwestAir thank you thankful feelingtheluv,1,"['SouthwestAir', 'thank', 'you', 'thankful', 'feelingtheluv']"
SouthwestAir thanks so much just had to make a cancelled flightlation ive sent u the info,1,"['SouthwestAir', 'thanks', 'so', 'much', 'just', 'had', 'to', 'make', 'a', 'cancelled', 'flightlation', 'ive', 'sent', 'u', 'the', 'info']"
united thanks,1,"['united', 'thanks']"
SouthwestAir shout out to the flight 4386 crew for taking amazing care of us on our double down flight thankyou,1,"['SouthwestAir', 'shout', 'out', 'to', 'the', 'flight', '4386', 'crew', 'for', 'taking', 'amazing', 'care', 'of', 'us', 'on', 'our', 'double', 'down', 'flight', 'thankyou']"
united all flights cancelled flighted  trip refunded without difficulty staff extremely helpful no complaints way to handle bad weather,1,"['united', 'all', 'flights', 'cancelled', 'flighted', 'trip', 'refunded', 'without', 'difficulty', 'staff', 'extremely', 'helpful', 'no', 'complaints', 'way', 'to', 'handle', 'bad', 'weather']"
VirginAmerica hi just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more,1,"['VirginAmerica', 'hi', 'just', 'wanted', 'to', 'see', 'if', 'you', 'have', 'any', 'new', 'routes', 'planned', 'this', 'year', 'for', 'newark', 'love', 'flying', 'you', 'guys', 'and', 'hope', 'to', 'do', 'so', 'more']"
JetBlue i deleted that tweet because one of your wonderful employees swooped in to helpfaith restored you are one of the good ones thumbs_up,1,"['JetBlue', 'i', 'deleted', 'that', 'tweet', 'because', 'one', 'of', 'your', 'wonderful', 'employees', 'swooped', 'in', 'to', 'helpfaith', 'restored', 'you', 'are', 'one', 'of', 'the', 'good', 'ones', 'thumbs_up']"
AmericanAir if i could fly an md80dc10 i would be so happy i live that plane so much md80 is love md80 is life,1,"['AmericanAir', 'if', 'i', 'could', 'fly', 'an', 'md80dc10', 'i', 'would', 'be', 'so', 'happy', 'i', 'live', 'that', 'plane', 'so', 'much', 'md80', 'is', 'love', 'md80', 'is', 'life']"
SouthwestAir FortuneMagazine friendliest employees,1,"['SouthwestAir', 'FortuneMagazine', 'friendliest', 'employees']"
JetBlue ok thanks safety first,1,"['JetBlue', 'ok', 'thanks', 'safety', 'first']"
JetBlue haha TY do you know what time that lane opens at logan,1,"['JetBlue', 'haha', 'TY', 'do', 'you', 'know', 'what', 'time', 'that', 'lane', 'opens', 'at', 'logan']"
SouthwestAir lol i already am  i am a card member as well too lol i enjoy flying with you guys,1,"['SouthwestAir', 'lol', 'i', 'already', 'am', 'i', 'am', 'a', 'card', 'member', 'as', 'well', 'too', 'lol', 'i', 'enjoy', 'flying', 'with', 'you', 'guys']"
SouthwestAir alls well i got comped with multiple other bags which just made my day,1,"['SouthwestAir', 'alls', 'well', 'i', 'got', 'comped', 'with', 'multiple', 'other', 'bags', 'which', 'just', 'made', 'my', 'day']"
VirginAmerica thanks for gate checking my baggage on your full flight dfwlax 883 and giving me early boarding too sweet,1,"['VirginAmerica', 'thanks', 'for', 'gate', 'checking', 'my', 'baggage', 'on', 'your', 'full', 'flight', 'dfwlax', '883', 'and', 'giving', 'me', 'early', 'boarding', 'too', 'sweet']"
USAirways thanks sent you DM re baggage issues,1,"['USAirways', 'thanks', 'sent', 'you', 'DM', 're', 'baggage', 'issues']"
USAirways your CLT baggage crew deserves a kudos i had to run to make my connection and my bags still made it CustomerService,1,"['USAirways', 'your', 'CLT', 'baggage', 'crew', 'deserves', 'a', 'kudos', 'i', 'had', 'to', 'run', 'to', 'make', 'my', 'connection', 'and', 'my', 'bags', 'still', 'made', 'it', 'CustomerService']"
SouthwestAir thanks for replying i sent my conf  i love aviation and southwest and all i wanted for my 18th was to fly SWA for the day,1,"['SouthwestAir', 'thanks', 'for', 'replying', 'i', 'sent', 'my', 'conf', 'i', 'love', 'aviation', 'and', 'southwest', 'and', 'all', 'i', 'wanted', 'for', 'my', '18th', 'was', 'to', 'fly', 'SWA', 'for', 'the', 'day']"
united you might be dealing with frustrated passenegers hope you all have a great day  thank you very much for an amazing airline,1,"['united', 'you', 'might', 'be', 'dealing', 'with', 'frustrated', 'passenegers', 'hope', 'you', 'all', 'have', 'a', 'great', 'day', 'thank', 'you', 'very', 'much', 'for', 'an', 'amazing', 'airline']"
SouthwestAir thanks for the reply something is off with the phones becuz after 2 dropped calls at 2 hours on hold i got through on 1 ring,1,"['SouthwestAir', 'thanks', 'for', 'the', 'reply', 'something', 'is', 'off', 'with', 'the', 'phones', 'becuz', 'after', '2', 'dropped', 'calls', 'at', '2', 'hours', 'on', 'hold', 'i', 'got', 'through', 'on', '1', 'ring']"
JetBlue thanks,1,"['JetBlue', 'thanks']"
JetBlue if you follow me i will be able to DM you thanks,1,"['JetBlue', 'if', 'you', 'follow', 'me', 'i', 'will', 'be', 'able', 'to', 'DM', 'you', 'thanks']"
SouthwestAir luv my companion pass,1,"['SouthwestAir', 'luv', 'my', 'companion', 'pass']"
JetBlue thank you so much for your effort,1,"['JetBlue', 'thank', 'you', 'so', 'much', 'for', 'your', 'effort']"
SouthwestAir thanks already subscribe and have a RR account had received a promo code last month but has since expired any new offers,1,"['SouthwestAir', 'thanks', 'already', 'subscribe', 'and', 'have', 'a', 'RR', 'account', 'had', 'received', 'a', 'promo', 'code', 'last', 'month', 'but', 'has', 'since', 'expired', 'any', 'new', 'offers']"
USAirways thank you we filled out a claim and hope to have the bags tomorrow,1,"['USAirways', 'thank', 'you', 'we', 'filled', 'out', 'a', 'claim', 'and', 'hope', 'to', 'have', 'the', 'bags', 'tomorrow']"
JetBlue we had 2 great flights into and out of the bahamas even during the bad weather in the northeast thanks for the great service,1,"['JetBlue', 'we', 'had', '2', 'great', 'flights', 'into', 'and', 'out', 'of', 'the', 'bahamas', 'even', 'during', 'the', 'bad', 'weather', 'in', 'the', 'northeast', 'thanks', 'for', 'the', 'great', 'service']"
VirginAmerica thanks so much for sharing just added it to my site,1,"['VirginAmerica', 'thanks', 'so', 'much', 'for', 'sharing', 'just', 'added', 'it', 'to', 'my', 'site']"
USAirways thanks for the information,1,"['USAirways', 'thanks', 'for', 'the', 'information']"
JetBlue saved the day expedia lost a costumer jetblue makingthingseasy feelbetter,1,"['JetBlue', 'saved', 'the', 'day', 'expedia', 'lost', 'a', 'costumer', 'jetblue', 'makingthingseasy', 'feelbetter']"
AmericanAir flight attendant YeseniaHernandez provided excellent service among peculiar conditions throughout the day airplane,1,"['AmericanAir', 'flight', 'attendant', 'YeseniaHernandez', 'provided', 'excellent', 'service', 'among', 'peculiar', 'conditions', 'throughout', 'the', 'day', 'airplane']"
JetBlue here you go your napkins pretty much say it all,1,"['JetBlue', 'here', 'you', 'go', 'your', 'napkins', 'pretty', 'much', 'say', 'it', 'all']"
thank you united for your prompt assistance,1,"['thank', 'you', 'united', 'for', 'your', 'prompt', 'assistance']"
united great way to start my vacation with an on time departure looking forward to my global first class suite,1,"['united', 'great', 'way', 'to', 'start', 'my', 'vacation', 'with', 'an', 'on', 'time', 'departure', 'looking', 'forward', 'to', 'my', 'global', 'first', 'class', 'suite']"
JetBlue crisis averted flight 69 from BOS to FLL is boarding lets hope the new pilots arent clarence oveur and roger murdock,1,"['JetBlue', 'crisis', 'averted', 'flight', '69', 'from', 'BOS', 'to', 'FLL', 'is', 'boarding', 'lets', 'hope', 'the', 'new', 'pilots', 'arent', 'clarence', 'oveur', 'and', 'roger', 'murdock']"
JetBlue got it thanks,1,"['JetBlue', 'got', 'it', 'thanks']"
AmericanAir you have a lot on your plate flight dealing with cancelled flightlations and weather tonite those are more important i know you will respond,1,"['AmericanAir', 'you', 'have', 'a', 'lot', 'on', 'your', 'plate', 'flight', 'dealing', 'with', 'cancelled', 'flightlations', 'and', 'weather', 'tonite', 'those', 'are', 'more', 'important', 'i', 'know', 'you', 'will', 'respond']"
SouthwestAir  just got it back about 20 mins ago went about 18 hrs wo it but i appreciate the support 50 voucher  50 for essentials,1,"['SouthwestAir', 'just', 'got', 'it', 'back', 'about', '20', 'mins', 'ago', 'went', 'about', '18', 'hrs', 'wo', 'it', 'but', 'i', 'appreciate', 'the', 'support', '50', 'voucher', '50', 'for', 'essentials']"
SouthwestAir THANK YOU SO MUCH,1,"['SouthwestAir', 'THANK', 'YOU', 'SO', 'MUCH']"
SouthwestAir great job looking forward to my next trip being able to use this new feature,1,"['SouthwestAir', 'great', 'job', 'looking', 'forward', 'to', 'my', 'next', 'trip', 'being', 'able', 'to', 'use', 'this', 'new', 'feature']"
JetBlue keep going back and forth with being able to board and then not but great agents in savannah,1,"['JetBlue', 'keep', 'going', 'back', 'and', 'forth', 'with', 'being', 'able', 'to', 'board', 'and', 'then', 'not', 'but', 'great', 'agents', 'in', 'savannah']"
JetBlue beautiful ride thanks again,1,"['JetBlue', 'beautiful', 'ride', 'thanks', 'again']"
united thanks for explanation it seems like an odd incentive structure tho because it dramatically diminishes the value of the certs,1,"['united', 'thanks', 'for', 'explanation', 'it', 'seems', 'like', 'an', 'odd', 'incentive', 'structure', 'tho', 'because', 'it', 'dramatically', 'diminishes', 'the', 'value', 'of', 'the', 'certs']"
JetBlue thanks im finding lower fares already on other carriers with direct flights july 8  13,1,"['JetBlue', 'thanks', 'im', 'finding', 'lower', 'fares', 'already', 'on', 'other', 'carriers', 'with', 'direct', 'flights', 'july', '8', '13']"
united very impressed so far an app thats worth a damn and sms updates on my flight,1,"['united', 'very', 'impressed', 'so', 'far', 'an', 'app', 'thats', 'worth', 'a', 'damn', 'and', 'sms', 'updates', 'on', 'my', 'flight']"
united free booze for the bach party would make it better ORDMSY delayed again we will enjoy either way thanks,1,"['united', 'free', 'booze', 'for', 'the', 'bach', 'party', 'would', 'make', 'it', 'better', 'ORDMSY', 'delayed', 'again', 'we', 'will', 'enjoy', 'either', 'way', 'thanks']"
united baggage check in and in flight crew the friendliest ever flight417 ogg to lax,1,"['united', 'baggage', 'check', 'in', 'and', 'in', 'flight', 'crew', 'the', 'friendliest', 'ever', 'flight417', 'ogg', 'to', 'lax']"
SouthwestAir telling my fam in vegas now,1,"['SouthwestAir', 'telling', 'my', 'fam', 'in', 'vegas', 'now']"
SouthwestAir yeehaw you found us another plane thx for listening to me vent,1,"['SouthwestAir', 'yeehaw', 'you', 'found', 'us', 'another', 'plane', 'thx', 'for', 'listening', 'to', 'me', 'vent']"
SouthwestAir thank you for your help resolving my problem shannon ROCKS  even though rhonda didnt,1,"['SouthwestAir', 'thank', 'you', 'for', 'your', 'help', 'resolving', 'my', 'problem', 'shannon', 'ROCKS', 'even', 'though', 'rhonda', 'didnt']"
SouthwestAir thanks to your team for dealing with flight 1700 to houston,1,"['SouthwestAir', 'thanks', 'to', 'your', 'team', 'for', 'dealing', 'with', 'flight', '1700', 'to', 'houston']"
SouthwestAir landed in nashville thanks for taking care of us,1,"['SouthwestAir', 'landed', 'in', 'nashville', 'thanks', 'for', 'taking', 'care', 'of', 'us']"
SouthwestAir finally integration w passbook is a great valentine gift  better then chocolate flight you do heart me,1,"['SouthwestAir', 'finally', 'integration', 'w', 'passbook', 'is', 'a', 'great', 'valentine', 'gift', 'better', 'then', 'chocolate', 'flight', 'you', 'do', 'heart', 'me']"
united BattierCCIpuppy your puppy is so cute we look forward to having both of you on board thanks for the high five EY clapping_handsclapping_hands,1,"['united', 'BattierCCIpuppy', 'your', 'puppy', 'is', 'so', 'cute', 'we', 'look', 'forward', 'to', 'having', 'both', 'of', 'you', 'on', 'board', 'thanks', 'for', 'the', 'high', 'five', 'EY', 'clapping_handsclapping_hands']"
USAirways thank you for refunding my bag fee i look forward to its return today i hope,1,"['USAirways', 'thank', 'you', 'for', 'refunding', 'my', 'bag', 'fee', 'i', 'look', 'forward', 'to', 'its', 'return', 'today', 'i', 'hope']"
SouthwestAir love them always get the best deals,1,"['SouthwestAir', 'love', 'them', 'always', 'get', 'the', 'best', 'deals']"
AmericanAir thanks hoping that by wed i can get back to DFW,1,"['AmericanAir', 'thanks', 'hoping', 'that', 'by', 'wed', 'i', 'can', 'get', 'back', 'to', 'DFW']"
JetBlue great thank you,1,"['JetBlue', 'great', 'thank', 'you']"
what can i say other than when it comes to my BrandLoveAffair w jetblue ur my soulandinspiration  umosaicmecrazy,1,"['what', 'can', 'i', 'say', 'other', 'than', 'when', 'it', 'comes', 'to', 'my', 'BrandLoveAffair', 'w', 'jetblue', 'ur', 'my', 'soulandinspiration', 'umosaicmecrazy']"
USAirways over the phone i called the 6170 number and she picked up almost immediately,1,"['USAirways', 'over', 'the', 'phone', 'i', 'called', 'the', '6170', 'number', 'and', 'she', 'picked', 'up', 'almost', 'immediately']"
USAirways FYI your customer service rep carol is an absolute delight so pleasant to with with and rebooked me in lightning speed thanks,1,"['USAirways', 'FYI', 'your', 'customer', 'service', 'rep', 'carol', 'is', 'an', 'absolute', 'delight', 'so', 'pleasant', 'to', 'with', 'with', 'and', 'rebooked', 'me', 'in', 'lightning', 'speed', 'thanks']"
SouthwestAir that would be brighter than all the stars combined on the red carpet tonight,1,"['SouthwestAir', 'that', 'would', 'be', 'brighter', 'than', 'all', 'the', 'stars', 'combined', 'on', 'the', 'red', 'carpet', 'tonight']"
united be chicagos hometown airline care about your neighbors SaveTheDiagonals FlyQuiet ORDNoise,1,"['united', 'be', 'chicagos', 'hometown', 'airline', 'care', 'about', 'your', 'neighbors', 'SaveTheDiagonals', 'FlyQuiet', 'ORDNoise']"
cc DadBoner boldflavors united were bringing bourbon st to 35000 ft with bold flavors fresh ingredients and more dining options,1,"['cc', 'DadBoner', 'boldflavors', 'united', 'were', 'bringing', 'bourbon', 'st', 'to', '35000', 'ft', 'with', 'bold', 'flavors', 'fresh', 'ingredients', 'and', 'more', 'dining', 'options']"
USAirways mellani b and whole team in columbia SC are absolute superstars incredibly helpful,1,"['USAirways', 'mellani', 'b', 'and', 'whole', 'team', 'in', 'columbia', 'SC', 'are', 'absolute', 'superstars', 'incredibly', 'helpful']"
USAirways thanks for helping with reflight booking problems cancelled flightedflight yvonne anthony you will help us get to tel aviv on time HappyFriday,1,"['USAirways', 'thanks', 'for', 'helping', 'with', 'reflight', 'booking', 'problems', 'cancelled', 'flightedflight', 'yvonne', 'anthony', 'you', 'will', 'help', 'us', 'get', 'to', 'tel', 'aviv', 'on', 'time', 'HappyFriday']"
VirginAmerica thankyou the DALAUS route makes my day,1,"['VirginAmerica', 'thankyou', 'the', 'DALAUS', 'route', 'makes', 'my', 'day']"
united thank you so much that helps a ton whoever is on this twitter acct today deserves a handshake and a hot chocolate flight problemsolvers,1,"['united', 'thank', 'you', 'so', 'much', 'that', 'helps', 'a', 'ton', 'whoever', 'is', 'on', 'this', 'twitter', 'acct', 'today', 'deserves', 'a', 'handshake', 'and', 'a', 'hot', 'chocolate', 'flight', 'problemsolvers']"
USAirways thanks,1,"['USAirways', 'thanks']"
SouthwestAir customer centricity is knowing people ANAMarketers,1,"['SouthwestAir', 'customer', 'centricity', 'is', 'knowing', 'people', 'ANAMarketers']"
united ok thank again for your help,1,"['united', 'ok', 'thank', 'again', 'for', 'your', 'help']"
united stay warm  i will be passing through chicago next week,1,"['united', 'stay', 'warm', 'i', 'will', 'be', 'passing', 'through', 'chicago', 'next', 'week']"
LMAO JetBlue our fleets on fleek,1,"['LMAO', 'JetBlue', 'our', 'fleets', 'on', 'fleek']"
united they finally gave in a let him on after they threatened to send him back to vegas on coach thnx,1,"['united', 'they', 'finally', 'gave', 'in', 'a', 'let', 'him', 'on', 'after', 'they', 'threatened', 'to', 'send', 'him', 'back', 'to', 'vegas', 'on', 'coach', 'thnx']"
united these are great fares,1,"['united', 'these', 'are', 'great', 'fares']"
SouthwestAir had a great LA flight with clarence and frank those 2 guys are a hoot winking_face_with_tongueface_with_tears_of_joy thanks,1,"['SouthwestAir', 'had', 'a', 'great', 'LA', 'flight', 'with', 'clarence', 'and', 'frank', 'those', '2', 'guys', 'are', 'a', 'hoot', 'winking_face_with_tongueface_with_tears_of_joy', 'thanks']"
AmericanAir dfwairport you 2 together are the best part of flying,1,"['AmericanAir', 'dfwairport', 'you', '2', 'together', 'are', 'the', 'best', 'part', 'of', 'flying']"
AmericanAir versus JetBlue in customer service who will win for me AmericanAir is a convenience to a trip to cali 3,1,"['AmericanAir', 'versus', 'JetBlue', 'in', 'customer', 'service', 'who', 'will', 'win', 'for', 'me', 'AmericanAir', 'is', 'a', 'convenience', 'to', 'a', 'trip', 'to', 'cali', '3']"
united man i cant wait to book my ticket now thanks JP youre a life sabe,1,"['united', 'man', 'i', 'cant', 'wait', 'to', 'book', 'my', 'ticket', 'now', 'thanks', 'JP', 'youre', 'a', 'life', 'sabe']"
united on a good note the 2 employees i encountered  newark were fabulous i was very late flight for my connecting flight and they got me on,1,"['united', 'on', 'a', 'good', 'note', 'the', '2', 'employees', 'i', 'encountered', 'newark', 'were', 'fabulous', 'i', 'was', 'very', 'late', 'flight', 'for', 'my', 'connecting', 'flight', 'and', 'they', 'got', 'me', 'on']"
SouthwestAir hey sourhwest can you send me to atlanta to see imaginedragons  i will fly southwest forever u guys are the best airline,1,"['SouthwestAir', 'hey', 'sourhwest', 'can', 'you', 'send', 'me', 'to', 'atlanta', 'to', 'see', 'imaginedragons', 'i', 'will', 'fly', 'southwest', 'forever', 'u', 'guys', 'are', 'the', 'best', 'airline']"
USAirways see you on board tomorrow,1,"['USAirways', 'see', 'you', 'on', 'board', 'tomorrow']"
VirginAmerica and again another rep kicked butt naelah represents your team so beautifully thank you,1,"['VirginAmerica', 'and', 'again', 'another', 'rep', 'kicked', 'butt', 'naelah', 'represents', 'your', 'team', 'so', 'beautifully', 'thank', 'you']"
VirginAmerica loved it cant wait for mondays return flight mostly just to watch the inflight safety video again sorrynotsorry,1,"['VirginAmerica', 'loved', 'it', 'cant', 'wait', 'for', 'mondays', 'return', 'flight', 'mostly', 'just', 'to', 'watch', 'the', 'inflight', 'safety', 'video', 'again', 'sorrynotsorry']"
USAirways you can thank supervisor jeanine and her coworkers for the excellent customer service they provided,1,"['USAirways', 'you', 'can', 'thank', 'supervisor', 'jeanine', 'and', 'her', 'coworkers', 'for', 'the', 'excellent', 'customer', 'service', 'they', 'provided']"
USAirways flight  604 thanks,1,"['USAirways', 'flight', '604', 'thanks']"
SouthwestAir awesome staff at the check in desk they had a paper airplane race for a SW gift card to keep ppl entertained during delays,1,"['SouthwestAir', 'awesome', 'staff', 'at', 'the', 'check', 'in', 'desk', 'they', 'had', 'a', 'paper', 'airplane', 'race', 'for', 'a', 'SW', 'gift', 'card', 'to', 'keep', 'ppl', 'entertained', 'during', 'delays']"
AmericanAir AATeam thanks for working in very rigorous weather conditions for all,1,"['AmericanAir', 'AATeam', 'thanks', 'for', 'working', 'in', 'very', 'rigorous', 'weather', 'conditions', 'for', 'all']"
united is ELP friendly flyerfriendly united emb145 elpaso,1,"['united', 'is', 'ELP', 'friendly', 'flyerfriendly', 'united', 'emb145', 'elpaso']"
JetBlue thanks have a good sunday,1,"['JetBlue', 'thanks', 'have', 'a', 'good', 'sunday']"
united EWR agent barbara was FABULOUS and an example of CUST SERV a pleasure talking to yousmiling_face_with_smiling_eyes,1,"['united', 'EWR', 'agent', 'barbara', 'was', 'FABULOUS', 'and', 'an', 'example', 'of', 'CUST', 'SERV', 'a', 'pleasure', 'talking', 'to', 'yousmiling_face_with_smiling_eyes']"
AmericanAir thank you its much appreciated we have been on the plane for 90 min now at the gate,1,"['AmericanAir', 'thank', 'you', 'its', 'much', 'appreciated', 'we', 'have', 'been', 'on', 'the', 'plane', 'for', '90', 'min', 'now', 'at', 'the', 'gate']"
USAirways good news we got fixed,1,"['USAirways', 'good', 'news', 'we', 'got', 'fixed']"
USAirways thank you i tried that and they said they didnt have it anywhere else to try,1,"['USAirways', 'thank', 'you', 'i', 'tried', 'that', 'and', 'they', 'said', 'they', 'didnt', 'have', 'it', 'anywhere', 'else', 'to', 'try']"
